Hugo_Symbol	gene_id	nonsynonymous_variants	mutated_patients	likely_lof_variants	likely_lof_patients	hotspot_variants	max_observed_aa_position	variant_classes	callers	oncodrive_mutated_samples	oncodrive_clusters	oncodrive_cluster_score	oncodrive_mutations_in_clusters	oncodrive_fraction_in_clusters	oncodrive_p	oncodrive_fdr	mutation_frequency_96	recurrent_mutation
ODC1	ENSG00000115758.13	1	1	1	1	0	426	Frame_Shift_Del	mutect2;pindel								0.0104166666666667	FALSE
ODF2L	ENSG00000122417.15	1	1	0	0	0	153	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ODF3L1	ENSG00000182950.3	1	1	1	1	0	206	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ODF3L2	ENSG00000181781.9	1	1	0	0	0	69	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
ODR4	ENSG00000157181.16	1	1	0	0	0	55	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OFD1	ENSG00000046651.15	1	1	0	0	0	763	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OGFOD1	ENSG00000087263.17	1	1	0	0	0	475	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OGT	ENSG00000147162.14	1	1	0	0	0	867	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OIT3	ENSG00000138315.13	1	1	0	0	0	337	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OLFM3	ENSG00000118733.17	1	1	0	0	0	422	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OPA3	ENSG00000125741.5	1	1	0	0	0	177	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OPRL1	ENSG00000125510.18	1	1	0	0	0	354	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR10A6	ENSG00000279000.3	1	1	0	0	0	314	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR10G2	ENSG00000255582.1	1	1	0	0	0	48	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR10G8	ENSG00000234560.4	1	1	0	0	0	221	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR10H1	ENSG00000186723.4	1	1	0	0	0	181	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR10H4	ENSG00000176231.2	1	1	0	0	0	28	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR10K1	ENSG00000173285.4	1	1	0	0	0	116	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR10R2	ENSG00000198965.4	1	1	0	0	0	80	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR10S1	ENSG00000196248.5	1	1	0	0	0	242	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
OR10X1	ENSG00000279111.2	1	1	0	0	0	160	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR11A1	ENSG00000204694.11	1	1	0	0	0	194	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR11H1	ENSG00000130538.6	1	1	0	0	0	211	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR11H4	ENSG00000176198.3	1	1	0	0	0	262	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR11L1	ENSG00000197591.3	1	1	1	1	0	18	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR12D3	ENSG00000112462.8	1	1	0	0	0	129	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR13A1	ENSG00000256574.8	1	1	0	0	0	73	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR13C2	ENSG00000276119.1	1	1	1	1	0	193	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR13G1	ENSG00000197437.4	1	1	0	0	0	98	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR13H1	ENSG00000171054.8	1	1	0	0	0	246	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR14A16	ENSG00000196772.4	1	1	0	0	0	51	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
OR14J1	ENSG00000204695.4	1	1	0	0	0	137	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR1C1	ENSG00000221888.4	1	1	0	0	0	279	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR1J1	ENSG00000136834.3	1	1	0	0	0	23	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR1L1	ENSG00000173679.2	1	1	0	0	0	175	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR1L6	ENSG00000171459.4	1	1	0	0	0	102	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR1M1	ENSG00000170929.6	1	1	0	0	0	258	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR1S1	ENSG00000280204.3	1	1	0	0	0	161	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2A4	ENSG00000180658.4	1	1	0	0	0	251	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2A5	ENSG00000221836.3	1	1	0	0	0	288	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR2AK2	ENSG00000187080.10	1	1	0	0	0	215	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2B6	ENSG00000124657.1	1	1	0	0	0	272	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2C1	ENSG00000168158.4	1	1	0	0	0	277	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2F1	ENSG00000213215.5	1	1	0	0	0	58	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2G3	ENSG00000177476.3	1	1	0	0	0	215	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2G6	ENSG00000188558.6	1	1	0	0	0	162	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2J2	ENSG00000204700.5	1	1	0	0	0	258	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2J3	ENSG00000204701.2	1	1	0	0	0	271	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR2K2	ENSG00000171133.3	1	1	0	0	0	308	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2L13	ENSG00000196071.5	1	1	0	0	0	66	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2L2	ENSG00000203663.4	1	1	1	1	0	95	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2L8	ENSG00000279263.1	1	1	0	0	0	227	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR2M2	ENSG00000198601.3	1	1	0	0	0	293	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2M3	ENSG00000228198.3	1	1	1	1	0	313	Nonstop_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2M4	ENSG00000171180.3	1	1	0	0	0	193	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2T2	ENSG00000196240.4	1	1	0	0	0	161	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2T3	ENSG00000196539.3	1	1	0	0	0	59	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2T4	ENSG00000196944.4	1	1	0	0	0	48	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2T6	ENSG00000198104.3	1	1	0	0	0	24	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR2V2	ENSG00000182613.3	1	1	0	0	0	144	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR2W3	ENSG00000238243.3	1	1	0	0	0	104	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4A15	ENSG00000181958.5	1	1	0	0	0	128	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4A16	ENSG00000181961.4	1	1	0	0	0	67	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4A47	ENSG00000237388.2	1	1	0	0	0	187	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4C12	ENSG00000221954.2	1	1	0	0	0	247	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4C15	ENSG00000181939.3	1	1	0	0	0	9	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4C16	ENSG00000279514.2	1	1	0	0	0	87	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR4D5	ENSG00000171014.2	1	1	0	0	0	32	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4D9	ENSG00000172742.6	1	1	0	0	0	75	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4F5	ENSG00000186092.6	1	1	0	0	0	288	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
OR4K13	ENSG00000176253.4	1	1	1	1	0	232	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4L1	ENSG00000176246.1	1	1	1	1	0	183	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
OR4Q3	ENSG00000182652.4	1	1	0	0	0	236	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR4S1	ENSG00000176555.1	1	1	0	0	0	200	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR51A7	ENSG00000176895.9	1	1	0	0	0	54	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR51F2	ENSG00000176925.8	1	1	0	0	0	72	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR51L1	ENSG00000176798.3	1	1	0	0	0	173	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR51M1	ENSG00000184698.5	1	1	0	0	0	267	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR51Q1	ENSG00000167360.6	1	1	0	0	0	123	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR51S1	ENSG00000176922.4	1	1	0	0	0	81	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR51V1	ENSG00000176742.3	1	1	0	0	0	251	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR52B4	ENSG00000221996.6	1	1	0	0	0	83	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR52E6	ENSG00000205409.3	1	1	0	0	0	311	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR52I2	ENSG00000226288.2	1	1	0	0	0	13	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR52K1	ENSG00000196778.3	1	1	0	0	0	268	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR52N5	ENSG00000181009.5	1	1	0	0	0	140	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR56A3	ENSG00000184478.7	1	1	0	0	0	40	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR5AR1	ENSG00000172459.4	1	1	0	0	0	58	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5AS1	ENSG00000181785.3	1	1	0	0	0	50	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5AU1	ENSG00000169327.5	1	1	0	0	0	93	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR5B2	ENSG00000172365.3	1	1	0	0	0	228	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5B21	ENSG00000198283.2	1	1	0	0	0	120	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5B3	ENSG00000172769.4	1	1	0	0	0	158	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR5C1	ENSG00000148215.4	1	1	0	0	0	311	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5D14	ENSG00000186113.1	1	1	0	0	0	201	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5H15	ENSG00000233412.5	1	1	1	1	0	300	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5J2	ENSG00000174957.1	1	1	0	0	0	209	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5K1	ENSG00000232382.2	1	1	0	0	0	143	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5M11	ENSG00000255223.4	1	1	0	0	0	217	In_Frame_Del	mutect2;pindel								0.0104166666666667	FALSE
OR5M3	ENSG00000174937.5	1	1	0	0	0	146	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5M8	ENSG00000181371.4	1	1	0	0	0	23	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR5T1	ENSG00000181698.4	1	1	0	0	0	189	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR5T3	ENSG00000172489.7	1	1	1	1	0	172	Frame_Shift_Del	mutect2;pindel								0.0104166666666667	FALSE
OR5V1	ENSG00000243729.4	1	1	0	0	0	250	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR5W2	ENSG00000187612.1	1	1	0	0	0	270	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR6B1	ENSG00000221813.4	1	1	0	0	0	227	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR6C65	ENSG00000205328.2	1	1	0	0	0	61	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR6C68	ENSG00000205327.3	1	1	0	0	0	271	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR6N1	ENSG00000197403.4	1	1	0	0	0	121	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR6N2	ENSG00000188340.2	1	1	0	0	0	272	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR6T1	ENSG00000181499.2	1	1	1	1	0	128	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR6X1	ENSG00000221931.2	1	1	0	0	0	174	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR6Y1	ENSG00000197532.2	1	1	0	0	0	147	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR7C2	ENSG00000127529.7	1	1	0	0	0	93	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR7D2	ENSG00000188000.5	1	1	1	1	0	108	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
OR7D4	ENSG00000174667.4	1	1	0	0	0	277	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR8B12	ENSG00000170953.3	1	1	1	1	0	86	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR8D2	ENSG00000279116.2	1	1	0	0	0	273	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR8G1	ENSG00000197849.6	1	1	0	0	0	119	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR8H1	ENSG00000181693.8	1	1	0	0	0	163	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR8H3	ENSG00000181761.5	1	1	0	0	0	46	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR8J3	ENSG00000167822.3	1	1	0	0	0	229	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR8K3	ENSG00000280314.3	1	1	0	0	0	22	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR8K5	ENSG00000181752.3	1	1	0	0	0	107	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OR9A4	ENSG00000258083.2	1	1	0	0	0	181	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR9G1	ENSG00000174914.3	1	1	0	0	0	155	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OR9Q1	ENSG00000186509.4	1	1	0	0	0	109	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OS9	ENSG00000135506.16	1	1	0	0	0	437	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OSBP	ENSG00000110048.12	1	1	0	0	0	237	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OSBPL3	ENSG00000070882.13	1	1	1	1	0	247	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
OSGEPL1	ENSG00000128694.12	1	1	1	1	0	12	Frame_Shift_Del	mutect2;varscan2								0.0104166666666667	FALSE
OSTF1	ENSG00000134996.12	1	1	0	0	0	39	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OTOL1	ENSG00000182447.4	1	1	0	0	0	225	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OTOP1	ENSG00000163982.6	1	1	0	0	0	324	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OTOP2	ENSG00000183034.13	1	1	0	0	0	482	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OTP	ENSG00000171540.8	1	1	0	0	0	149	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OTUD7A	ENSG00000169918.10	1	1	0	0	0	208	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OTULIN	ENSG00000154124.5	1	1	1	1	0	310	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OVCA2	ENSG00000262664.3	1	1	0	0	0	77	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OVCH1	ENSG00000187950.8	1	1	0	0	0	709	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OVGP1	ENSG00000085465.13	1	1	0	0	0	214	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OXCT2	ENSG00000198754.5	1	1	1	1	0	20	Nonsense_Mutation	muse;mutect2								0.0104166666666667	FALSE
OXNAD1	ENSG00000154814.14	1	1	0	0	0	37	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
OXSR1	ENSG00000172939.9	1	1	0	0	0	121	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
P2RX2	ENSG00000187848.15	1	1	1	1	0	58	Splice_Site	pindel;varscan2*								0.0104166666666667	FALSE
P2RX3	ENSG00000109991.9	1	1	0	0	0	225	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
P2RX4	ENSG00000135124.15	1	1	0	0	0	7	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
P2RY10	ENSG00000078589.13	1	1	0	0	0	278	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
P2RY14	ENSG00000174944.9	1	1	0	0	0	181	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
P2RY4	ENSG00000186912.6	1	1	0	0	0	318	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
P3H1	ENSG00000117385.16	1	1	0	0	0	638	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
P3H3	ENSG00000110811.20	1	1	1	1	0	278	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
P4HA1	ENSG00000122884.12	1	1	0	0	0	160	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
P4HB	ENSG00000185624.15	1	1	0	0	0	118	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PABPC1	ENSG00000070756.17	1	1	0	0	0	247	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PABPC4	ENSG00000090621.15	1	1	1	1	0	262	Frame_Shift_Del	pindel;varscan2								0.0104166666666667	FALSE
PACC1	ENSG00000065600.13	1	1	0	0	0	121	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PACRG	ENSG00000112530.11	1	1	0	0	0	199	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PACS1	ENSG00000175115.13	1	1	0	0	0	929	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PADI1	ENSG00000142623.11	1	1	0	0	0	440	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PADI4	ENSG00000159339.13	1	1	0	0	0	44	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PADI6	ENSG00000276747.1	1	1	0	0	0	156	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAFAH2	ENSG00000158006.14	1	1	0	0	0	351	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAH	ENSG00000171759.10	1	1	0	0	0	335	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAK1	ENSG00000149269.10	1	1	1	1	0	306	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAK3	ENSG00000077264.15	1	1	0	0	0	237	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAK4	ENSG00000130669.17	1	1	0	0	0	390	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PALD1	ENSG00000107719.9	1	1	0	0	0	252	In_Frame_Del	pindel;varscan2								0.0104166666666667	FALSE
PAM	ENSG00000145730.20	1	1	0	0	0	799	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PANK1	ENSG00000152782.16	1	1	0	0	0	457	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PANK3	ENSG00000120137.7	1	1	0	0	0	200	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PANK4	ENSG00000157881.16	1	1	0	0	0	651	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAPOLB	ENSG00000218823.2	1	1	0	0	0	614	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PAPOLG	ENSG00000115421.13	1	1	0	0	0	370	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAPPA	ENSG00000182752.10	1	1	1	1	0	147	Frame_Shift_Ins	mutect2;pindel;varscan2								0.0104166666666667	FALSE
PAPSS2	ENSG00000198682.13	1	1	0	0	0	330	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAQR8	ENSG00000170915.9	1	1	0	0	0	235	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PARD6B	ENSG00000124171.9	1	1	0	0	0	315	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PARP1	ENSG00000143799.14	1	1	0	0	0	229	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PARP16	ENSG00000138617.16	1	1	0	0	0	249	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PARPBP	ENSG00000185480.12	1	1	1	1	0	214	Nonsense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PASD1	ENSG00000166049.11	1	1	0	0	0	420	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PATE1	ENSG00000171053.10	1	1	1	1	0	30	Splice_Site	muse;varscan2								0.0104166666666667	FALSE
PATL1	ENSG00000166889.14	1	1	1	1	0	160	Frame_Shift_Del	mutect2;pindel;varscan2								0.0104166666666667	FALSE
PAX1	ENSG00000125813.13	1	1	0	0	0	105	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAX7	ENSG00000009709.12	1	1	0	0	0	201	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PAXX	ENSG00000148362.11	1	1	0	0	0	202	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PBDC1	ENSG00000102390.11	1	1	0	0	0	166	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PBX1	ENSG00000185630.19	1	1	0	0	0	22	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCARE	ENSG00000179270.7	1	1	0	0	0	1017	Missense_Mutation	mutect2;varscan2								0.0104166666666667	FALSE
PCBP3	ENSG00000183570.16	1	1	0	0	0	49	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCCA	ENSG00000175198.17	1	1	0	0	0	221	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDH12	ENSG00000113555.6	1	1	0	0	0	967	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PCDH17	ENSG00000118946.12	1	1	0	0	0	55	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDH18	ENSG00000189184.12	1	1	0	0	0	121	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PCDH8	ENSG00000136099.13	1	1	0	0	0	991	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHA12	ENSG00000251664.5	1	1	0	0	0	47	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PCDHA2	ENSG00000204969.7	1	1	0	0	0	17	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHA6	ENSG00000081842.18	1	1	0	0	0	471	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHA8	ENSG00000204962.6	1	1	0	0	0	49	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PCDHAC1	ENSG00000248383.5	1	1	0	0	0	21	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHAC2	ENSG00000243232.6	1	1	0	0	0	348	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PCDHB1	ENSG00000171815.6	1	1	0	0	0	133	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHB10	ENSG00000120324.9	1	1	0	0	0	729	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHB12	ENSG00000120328.6	1	1	0	0	0	395	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHB13	ENSG00000187372.11	1	1	0	0	0	260	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHB16	ENSG00000272674.3	1	1	0	0	0	339	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHB2	ENSG00000112852.7	1	1	0	0	0	718	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHB4	ENSG00000081818.4	1	1	0	0	0	498	Missense_Mutation	muse;varscan2								0.0104166666666667	FALSE
PCDHB6	ENSG00000113211.5	1	1	0	0	0	252	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHGA1	ENSG00000204956.5	1	1	0	0	0	91	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PCDHGA10	ENSG00000253846.2	1	1	0	0	0	752	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
PCDHGA2	ENSG00000081853.15	1	1	0	0	0		Splice_Region	mutect2;pindel								0.0104166666666667	FALSE
PCDHGA7	ENSG00000253537.3	1	1	0	0	0	670	Missense_Mutation	muse;mutect2;varscan2								0.0104166666666667	FALSE
PCDHGA8	ENSG00000253767.2	1	1	0	0	0	718	Missense_Mutation	muse;mutect2								0.0104166666666667	FALSE
